season,category,film_id,film_title,shown_title,result,tie,ceremony,ceremony_date,source_permalink,ceremony_page_check
2004,dga,Q107270,Lost in Translation,Lost in Translation,nominated,False,56th Directors Guild of America Awards,2004-02-07,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2004,dga,Q221586,Mystic River,Mystic River,nominated,False,56th Directors Guild of America Awards,2004-02-07,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2004,dga,Q179018,Seabiscuit,Seabiscuit,nominated,False,56th Directors Guild of America Awards,2004-02-07,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2004,dga,Q1125384,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,nominated,False,56th Directors Guild of America Awards,2004-02-07,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2005,dga,Q184255,Million Dollar Baby,Million Dollar Baby,won,False,57th Directors Guild of America Awards,2005-01-29,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2005,dga,Q208204,Finding Neverland,Finding Neverland,nominated,False,57th Directors Guild of America Awards,2005-01-29,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2005,dga,Q797242,Ray,Ray,nominated,False,57th Directors Guild of America Awards,2005-01-29,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2005,dga,Q675937,Sideways,Sideways,nominated,False,57th Directors Guild of America Awards,2005-01-29,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2005,dga,Q201924,The Aviator,The Aviator,nominated,False,57th Directors Guild of America Awards,2005-01-29,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2006,dga,Q160618,Brokeback Mountain,Brokeback Mountain,won,False,58th Directors Guild of America Awards,2006-01-28,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2006,dga,Q319061,"Good Night, and Good Luck","Good Night, and Good Luck",nominated,False,58th Directors Guild of America Awards,2006-01-28,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2006,dga,Q188000,Crash,Crash,nominated,False,58th Directors Guild of America Awards,2006-01-28,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2006,dga,Q463615,Capote,Capote,nominated,False,58th Directors Guild of America Awards,2006-01-28,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2006,dga,Q152456,Munich,Munich,nominated,False,58th Directors Guild of America Awards,2006-01-28,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2007,dga,Q172975,The Departed,The Departed,won,False,59th Directors Guild of America Awards,2007-02-03,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2007,dga,Q329056,Dreamgirls,Dreamgirls,nominated,False,59th Directors Guild of America Awards,2007-02-03,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2007,dga,Q192073,Little Miss Sunshine,Little Miss Sunshine,nominated,False,59th Directors Guild of America Awards,2007-02-03,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2007,dga,Q223367,The Queen,The Queen,nominated,False,59th Directors Guild of America Awards,2007-02-03,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2007,dga,Q191074,Babel,Babel,nominated,False,59th Directors Guild of America Awards,2007-02-03,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2008,dga,Q183081,No Country for Old Men,No Country for Old Men,won,False,60th Directors Guild of America Awards,2008-01-26,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2008,dga,Q244315,There Will Be Blood,There Will Be Blood,nominated,False,60th Directors Guild of America Awards,2008-01-26,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2008,dga,Q694140,Michael Clayton,Michael Clayton,nominated,False,60th Directors Guild of America Awards,2008-01-26,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2008,dga,Q269912,Into the Wild,Into the Wild,nominated,False,60th Directors Guild of America Awards,2008-01-26,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2008,dga,Q472600,The Diving Bell and the Butterfly,The Diving Bell and the Butterfly,nominated,False,60th Directors Guild of America Awards,2008-01-26,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2009,dga,Q125076,Slumdog Millionaire,Slumdog Millionaire,won,False,61st Directors Guild of America Awards,2009-01-31,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2009,dga,Q183239,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,nominated,False,61st Directors Guild of America Awards,2009-01-31,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2009,dga,Q691672,Frost/Nixon,Frost/Nixon,nominated,False,61st Directors Guild of America Awards,2009-01-31,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2009,dga,Q163872,The Dark Knight,The Dark Knight,nominated,False,61st Directors Guild of America Awards,2009-01-31,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2009,dga,Q201687,Milk,Milk,nominated,False,61st Directors Guild of America Awards,2009-01-31,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2010,dga,Q183066,The Hurt Locker,The Hurt Locker,won,False,62nd Directors Guild of America Awards,2010-01-30,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2010,dga,Q24871,Avatar,Avatar,nominated,False,62nd Directors Guild of America Awards,2010-01-30,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2010,dga,Q269331,Precious,Precious,nominated,False,62nd Directors Guild of America Awards,2010-01-30,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2010,dga,Q211429,Up in the Air,Up in the Air,nominated,False,62nd Directors Guild of America Awards,2010-01-30,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2010,dga,Q153723,Inglourious Basterds,Inglourious Basterds,nominated,False,62nd Directors Guild of America Awards,2010-01-30,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2011,dga,Q160060,The King's Speech,The King's Speech,won,False,63rd Directors Guild of America Awards,2011-01-29,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2011,dga,Q180214,Black Swan,Black Swan,nominated,False,63rd Directors Guild of America Awards,2011-01-29,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2011,dga,Q185888,The Social Network,The Social Network,nominated,False,63rd Directors Guild of America Awards,2011-01-29,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2011,dga,Q25188,Inception,Inception,nominated,False,63rd Directors Guild of America Awards,2011-01-29,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2011,dga,Q323472,The Fighter,The Fighter,nominated,False,63rd Directors Guild of America Awards,2011-01-29,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2012,dga,Q171861,The Artist,The Artist,won,False,64th Directors Guild of America Awards,2012-01-28,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2012,dga,Q206124,Midnight in Paris,Midnight in Paris,nominated,False,64th Directors Guild of America Awards,2012-01-28,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2012,dga,Q474093,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,nominated,False,64th Directors Guild of America Awards,2012-01-28,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2012,dga,Q273686,The Descendants,The Descendants,nominated,False,64th Directors Guild of America Awards,2012-01-28,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2012,dga,Q206576,Hugo,Hugo,nominated,False,64th Directors Guild of America Awards,2012-01-28,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2013,dga,Q59653,Argo,Argo,won,False,65th Directors Guild of America Awards,2013-02-02,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2013,dga,Q152531,Zero Dark Thirty,Zero Dark Thirty,nominated,False,65th Directors Guild of America Awards,2013-02-02,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2013,dga,Q28234,Les Misérables,Les Misérables,nominated,False,65th Directors Guild of America Awards,2013-02-02,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2013,dga,Q152780,Life of Pi,Life of Pi,nominated,False,65th Directors Guild of America Awards,2013-02-02,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2013,dga,Q32433,Lincoln,Lincoln,nominated,False,65th Directors Guild of America Awards,2013-02-02,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2014,dga,Q2579784,Gravity,Gravity,won,False,66th Directors Guild of America Awards,2014-01-25,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2014,dga,Q2937646,Captain Phillips,Captain Phillips,nominated,False,66th Directors Guild of America Awards,2014-01-25,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2014,dga,Q3023357,12 Years a Slave,12 Years a Slave,nominated,False,66th Directors Guild of America Awards,2014-01-25,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2014,dga,Q9013673,American Hustle,American Hustle,nominated,False,66th Directors Guild of America Awards,2014-01-25,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2014,dga,Q1392744,The Wolf of Wall Street,The Wolf of Wall Street,nominated,False,66th Directors Guild of America Awards,2014-01-25,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2015,dga,Q13255497,Birdman,Birdman,won,False,67th Directors Guild of America Awards,2015-02-07,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2015,dga,Q3521099,The Grand Budapest Hotel,The Grand Budapest Hotel,nominated,False,67th Directors Guild of America Awards,2015-02-07,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2015,dga,Q16970789,American Sniper,American Sniper,nominated,False,67th Directors Guild of America Awards,2015-02-07,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2015,dga,Q4103201,Boyhood,Boyhood,nominated,False,67th Directors Guild of America Awards,2015-02-07,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2015,dga,Q14918344,The Imitation Game,The Imitation Game,nominated,False,67th Directors Guild of America Awards,2015-02-07,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2016,dga,Q18002795,The Revenant,The Revenant,won,False,68th Directors Guild of America Awards,2016-02-06,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2016,dga,Q18154496,Spotlight,Spotlight,nominated,False,68th Directors Guild of America Awards,2016-02-06,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2016,dga,Q19850715,The Big Short,The Big Short,nominated,False,68th Directors Guild of America Awards,2016-02-06,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2016,dga,Q1757288,Mad Max: Fury Road,Mad Max: Fury Road,nominated,False,68th Directors Guild of America Awards,2016-02-06,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2016,dga,Q18547944,The Martian,The Martian,nominated,False,68th Directors Guild of America Awards,2016-02-06,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2017,dga,Q20856802,La La Land,La La Land,won,False,69th Directors Guild of America Awards,2017-02-04,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2017,dga,Q23013699,Lion,Lion,nominated,False,69th Directors Guild of America Awards,2017-02-04,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2017,dga,Q21527875,Moonlight,Moonlight,nominated,False,69th Directors Guild of America Awards,2017-02-04,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2017,dga,Q19864603,Manchester by the Sea,Manchester by the Sea,nominated,False,69th Directors Guild of America Awards,2017-02-04,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2017,dga,Q20382729,Arrival,Arrival,nominated,False,69th Directors Guild of America Awards,2017-02-04,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2018,dga,Q26698156,The Shape of Water,The Shape of Water,won,False,70th Directors Guild of America Awards,2018-02-03,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2018,dga,Q27480769,Lady Bird,Lady Bird,nominated,False,70th Directors Guild of America Awards,2018-02-03,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2018,dga,Q24053277,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",nominated,False,70th Directors Guild of America Awards,2018-02-03,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2018,dga,Q21935651,Dunkirk,Dunkirk,nominated,False,70th Directors Guild of America Awards,2018-02-03,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2018,dga,Q25136235,Get Out,Get Out,nominated,False,70th Directors Guild of America Awards,2018-02-03,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2019,dga,Q27959455,Roma,Roma,won,False,71st Directors Guild of America Awards,2019-02-02,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2019,dga,Q3286391,A Star Is Born,A Star Is Born,nominated,False,71st Directors Guild of America Awards,2019-02-02,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2019,dga,Q48673898,Green Book,Green Book,nominated,False,71st Directors Guild of America Awards,2019-02-02,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2019,dga,Q43370948,BlacKkKlansman,BlacKkKlansman,nominated,False,71st Directors Guild of America Awards,2019-02-02,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2019,dga,Q39075006,Vice,Vice,nominated,False,71st Directors Guild of America Awards,2019-02-02,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2020,dga,Q62721520,1917,1917,won,False,72nd Directors Guild of America Awards,2020-01-25,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2020,dga,Q61448040,Parasite,Parasite,nominated,False,72nd Directors Guild of America Awards,2020-01-25,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2020,dga,Q29057443,The Irishman,The Irishman,nominated,False,72nd Directors Guild of America Awards,2020-01-25,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2020,dga,Q47300912,Once Upon a Time in Hollywood,Once Upon a Time in Hollywood,nominated,False,72nd Directors Guild of America Awards,2020-01-25,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2020,dga,Q54862508,Jojo Rabbit,Jojo Rabbit,nominated,False,72nd Directors Guild of America Awards,2020-01-25,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2021,dga,Q61740820,Nomadland,Nomadland,won,False,73rd Directors Guild of America Awards,2021-04-10,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2021,dga,Q65679599,Minari,Minari,nominated,False,73rd Directors Guild of America Awards,2021-04-10,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2021,dga,Q62595383,Promising Young Woman,Promising Young Woman,nominated,False,73rd Directors Guild of America Awards,2021-04-10,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2021,dga,Q73093591,Mank,Mank,nominated,False,73rd Directors Guild of America Awards,2021-04-10,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2021,dga,Q72397975,The Trial of the Chicago 7,The Trial of the Chicago 7,nominated,False,73rd Directors Guild of America Awards,2021-04-10,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2022,dga,Q85323337,The Power of the Dog,The Power of the Dog,won,False,74th Directors Guild of America Awards,2022-03-12,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2022,dga,Q102036245,Licorice Pizza,Licorice Pizza,nominated,False,74th Directors Guild of America Awards,2022-03-12,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2022,dga,Q100736066,Belfast,Belfast,nominated,False,74th Directors Guild of America Awards,2022-03-12,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
